PortfolioCode,Date,AllocationType,Position,Weight,,
IHVV-AU,30-Jun-17,Tactical,URI.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,KVUE.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,CTSH.NAS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,EXC.NAS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,GWW.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,YUM.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,OTIS.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,FAST.NAS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,ODFL.NAS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,ROK.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,XEL.NAS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,COR.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,KMI.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,PPG.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,GPN.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,CMI.NYS,0.090000000,,
IHVV-AU,30-Jun-17,Tactical,IT.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,CSGP.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,EXR.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,VRSK.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,RSG.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,ON.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,EA.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,VICI.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,CTVA.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,DD.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,BKR.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,ED.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,EL.PAR,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,KDP.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,HAL.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,PEG.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,MLM.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,IR.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,KHC.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,KR.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,EFX.NYS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,GEHC.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,ANSS.NAS,0.080000000,,
IHVV-AU,30-Jun-17,Tactical,PWR.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,VMC.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,DG.PAR,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,RCL.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,CDW.NAS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,DVN.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,ACGL.NAS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,DLTR.NAS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,HSY.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,FICO.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,MPWR.NAS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,DFS.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,EIX.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,FANG.NAS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,XYL.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,KEYS.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,WEC.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,HPQ.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,CBRE.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,SBAC.NAS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,DAL.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,AVB.NYS,0.070000000,,
IHVV-AU,30-Jun-17,Tactical,WST.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,CAH.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,AWK.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,ZBH.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,FTV.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,WBD.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,MTD.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,TTWO.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,WY.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,LYB.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,HIG.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,FITB.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,STT.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,TSCO.LSE,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,GLW.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,WTW.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,APTV.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,TROW.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,ULTA.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,BR.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,CHD.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,DTE.ETR,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,MTB.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,HPE.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,WAB.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,NVR.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,PHM.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,EBAY.NAS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,ETR.NYS,0.060000000,,
IHVV-AU,30-Jun-17,Tactical,MOH.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,ES.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,STE.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,EQR.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,ILMN.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,HWM.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,RJF.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,TDY.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,DOV.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,PPL.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,BAX.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,FLT.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,IFF.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,ARE.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,PTC.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,EXPE.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,IRM.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,FE.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,DRI.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,INVH.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,AEE.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,VTR.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,ALGN.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,GPC.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,NDAQ.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,CTRA.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,LH.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,LVS.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,HBAN.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,GRMN.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,TRGP.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,CBOE.BAT,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,CNP.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,COO.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,WAT.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,WBA.NAS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,EXPD.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,RF.NYS,0.050000000,,
IHVV-AU,30-Jun-17,Tactical,BALL.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,NTAP.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,STLD.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,FSLR.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,AXON.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,VRSN.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,PFG.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,ATO.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CLX.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,AKAM.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CCL.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,HOLX.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,OMC.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,FDS.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,TYL.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,NTRS.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CMS.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,LUV.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,HUBB.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,EPAM.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,BRO.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,VLTO.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,SWKS.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,MKC.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CINF.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,WDC.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,SYF.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,J.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,TER.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,EG.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,ALB.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,IEX.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,ESS.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,DGX.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,ENPH.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,JBHT.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,STX.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,AVY.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,EQT.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CFG.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,TSN.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,MAA.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,LW.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,TXT.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,LDOS.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CF.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,PKG.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,MAS.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,SWK.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,CE.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,SNA.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,K.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,WRB.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,POOL.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,BBY.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,BG.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,HST.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,AMCR.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,PODD.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,UAL.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,DPZ.NYS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,VTRS.NAS,0.040000000,,
IHVV-AU,30-Jun-17,Tactical,MRO.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,KIM.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,KEY.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,CAG.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,NDSN.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,SJM.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,RVTY.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,ZBRA.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,LNT.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,L.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,IP.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,GEN.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,TRMB.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,LYV.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,AES.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,LKQ.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,IPG.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,MGM.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,EVRG.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,JKHY.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,INCY.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,ROL.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,NRG.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,TFX.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,UDR.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,CRL.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,KMX.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,MOS.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,PNR.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,TAP.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,TECH.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,NI.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,PEAK.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,WRK.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,ALLE.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,REG.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,CPT.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,EMN.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,MKTX.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,FFIV.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,GL.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,BBWI.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,APA.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,MTCH.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,BXP.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,QRVO.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,CDAY.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,CHRW.NAS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,BFB.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,HII.NYS,0.030000000,,
IHVV-AU,30-Jun-17,Tactical,PAYC.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,CZR.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,HSIC.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,AOS.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,JNPR.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,AAL.LSE,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,UHS.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,NWSA.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,WYNN.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,ETSY.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,HRL.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,RHI.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,TPR.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,CPB.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,PNW.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,CTLT.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,AIZ.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,BEN.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,BWA.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,IVZ.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,FMC.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,XRAY.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,NCLH.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,FOXA.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,FRT.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,CMA.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,GNRC.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,PARA.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,BIO.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,WHR.NYS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,ZION.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,HAS.NAS,0.020000000,,
IHVV-AU,30-Jun-17,Tactical,DVA.NYS,0.010000000,,
IHVV-AU,30-Jun-17,Tactical,RL.NYS,0.010000000,,
IHVV-AU,30-Jun-17,Tactical,VFC.NYS,0.010000000,,
IHVV-AU,30-Jun-17,Tactical,MHK.NYS,0.010000000,,
IHVV-AU,30-Jun-17,Tactical,FOX.NAS,0.010000000,,
IHVV-AU,30-Jun-17,Tactical,AUD,0.870000000,,
,,,,,,
ETL7377AU,30-Jun-17,Peer,ATCHBM00018,100.000000000,,
ETL7377AU,30-Jun-17,Reference,VGS-AU,100.000000000,,
ETL7377AU,30-Jun-17,Strategic,VGS-AU,100.000000000,,
ETL7377AU,30-Jun-17,Tactical,META.NAS,7.733600000,,
ETL7377AU,30-Jun-17,Tactical,NVDA.NAS,7.552000000,,
ETL7377AU,30-Jun-17,Tactical,MSFT.NAS,6.259000000,,
ETL7377AU,30-Jun-17,Tactical,GOOG.NAS,5.514100000,,
ETL7377AU,30-Jun-17,Tactical,TTE.PAR,5.209000000,,
ETL7377AU,30-Jun-17,Tactical,NOVO-B.CSE,5.074900000,,
ETL7377AU,30-Jun-17,Tactical,UNH.NYS,4.365800000,,
ETL7377AU,30-Jun-17,Tactical,LLY.NYS,4.158200000,,
ETL7377AU,30-Jun-17,Tactical,AMZN.NAS,3.966500000,,
ETL7377AU,30-Jun-17,Tactical,GLEN.LSE,3.668200000,,
ETL7377AU,30-Jun-17,Tactical,AZN.LSE,2.817000000,,
ETL7377AU,30-Jun-17,Tactical,V.NYS,2.684800000,,
ETL7377AU,30-Jun-17,Tactical,NOW.NYS,2.439800000,,
ETL7377AU,30-Jun-17,Tactical,ASML.AMS,2.223000000,,
ETL7377AU,30-Jun-17,Tactical,SLB.NYS,2.199700000,,
ETL7377AU,30-Jun-17,Tactical,LRCX.NAS,2.056500000,,
ETL7377AU,30-Jun-17,Tactical,AMD.NAS,2.038900000,,
ETL7377AU,30-Jun-17,Tactical,ADE.OSL,1.887100000,,
ETL7377AU,30-Jun-17,Tactical,SNPS.NAS,1.547600000,,
ETL7377AU,30-Jun-17,Tactical,DHI.NYS,1.446400000,,
ETL7377AU,30-Jun-17,Tactical,AZN.LSE,1.210000000,,
ETL7377AU,30-Jun-17,Tactical,MU.NAS,1.017400000,,
ETL7377AU,30-Jun-17,Tactical,HUM.NYS,0.637700000,,
ETL7377AU,30-Jun-17,Tactical,CNQ.TSX,0.592300000,,
ETL7377AU,30-Jun-17,Tactical,INTU.NAS,0.551600000,,
ETL7377AU,30-Jun-17,Tactical,CI.NYS,0.505800000,,
ETL7377AU,30-Jun-17,Tactical,F.NYS,0.498100000,,
ETL7377AU,30-Jun-17,Tactical,AVGO.NAS,0.124100000,,
ETL7377AU,30-Jun-17,Tactical,BBVA.MAD,0.036300000,,
ETL7377AU,30-Jun-17,Tactical,VGS-AU,19.984600000,,
Atchison70ETF,30-Jun-19,Objective,ATCHBM00001,100.000000000,,
Atchison70ETF,30-Jun-19,Peer,ATCHBM00026,100.000000000,,
Atchison70ETF,30-Jun-19,Reference,IOZ-AU,35.000000000,,
Atchison70ETF,30-Jun-19,Reference,VGS-AU,35.000000000,,
Atchison70ETF,30-Jun-19,Reference,IAF-AU,12.500000000,,
Atchison70ETF,30-Jun-19,Reference,VBND-AU,12.500000000,,
Atchison70ETF,30-Jun-19,Reference,BILL-AU,5.000000000,,
Atchison70ETF,30-Jun-19,Strategic,IOZ-AU,32.000000000,,
Atchison70ETF,30-Jun-19,Strategic,VGS-AU,39.000000000,,
Atchison70ETF,30-Jun-19,Strategic,IAF-AU,12.500000000,,
Atchison70ETF,30-Jun-19,Strategic,VBND-AU,12.500000000,,
Atchison70ETF,30-Jun-19,Strategic,BILL-AU,4.000000000,,
Atchison70ETF,30-Jun-19,Tactical,IOZ-AU,35.000000000,,
Atchison70ETF,30-Jun-19,Tactical,IVV-AU,10.500000000,,
Atchison70ETF,30-Jun-19,Tactical,VEQ-AU,6.000000000,,
Atchison70ETF,30-Jun-19,Tactical,IJP-AU,1.500000000,,
Atchison70ETF,30-Jun-19,Tactical,VGAD-AU,6.000000000,,
Atchison70ETF,30-Jun-19,Tactical,VAE-AU,6.000000000,,
Atchison70ETF,30-Jun-19,Tactical,BLK4709AU,1.500000000,,
Atchison70ETF,30-Jun-19,Tactical,BLK9419AU,2.000000000,,
Atchison70ETF,30-Jun-19,Tactical,VBLD-AU,1.500000000,,
Atchison70ETF,30-Jun-19,Tactical,IAF-AU,5.000000000,,
Atchison70ETF,30-Jun-19,Tactical,AESG-AU,5.000000000,,
Atchison70ETF,30-Jun-19,Tactical,ILB-AU,2.500000000,,
Atchison70ETF,30-Jun-19,Tactical,FLOT-AU,5.000000000,,
Atchison70ETF,30-Jun-19,Tactical,BHYB-AU,3.000000000,,
Atchison70ETF,30-Jun-19,Tactical,ISEC-AU,2.000000000,,
Atchison70ETF,30-Jun-19,Tactical,BILL-AU,7.500000000,,
Atchison55ETF,30-Jun-19,Objective,ATCHBM00001,100.000000000,,
Atchison55ETF,30-Jun-19,Peer,ATCHBM00023,100.000000000,,
Atchison55ETF,30-Jun-19,Reference,IOZ-AU,27.500000000,,
Atchison55ETF,30-Jun-19,Reference,VGS-AU,27.500000000,,
Atchison55ETF,30-Jun-19,Reference,IAF-AU,11.250000000,,
Atchison55ETF,30-Jun-19,Reference,VBND-AU,11.250000000,,
Atchison55ETF,30-Jun-19,Reference,BILL-AU,22.500000000,,
Atchison55ETF,30-Jun-19,Strategic,IOZ-AU,27.500000000,,
Atchison55ETF,30-Jun-19,Strategic,VGS-AU,27.500000000,,
Atchison55ETF,30-Jun-19,Strategic,IAF-AU,11.250000000,,
Atchison55ETF,30-Jun-19,Strategic,VBND-AU,11.250000000,,
Atchison55ETF,30-Jun-19,Strategic,BILL-AU,22.500000000,,
Atchison55ETF,30-Jun-19,Tactical,IOZ-AU,28.000000000,,
Atchison55ETF,30-Jun-19,Tactical,IVV-AU,8.050000000,,
Atchison55ETF,30-Jun-19,Tactical,VEQ-AU,4.600000000,,
Atchison55ETF,30-Jun-19,Tactical,IJP-AU,1.150000000,,
Atchison55ETF,30-Jun-19,Tactical,VGAD-AU,4.600000000,,
Atchison55ETF,30-Jun-19,Tactical,VAE-AU,4.600000000,,
Atchison55ETF,30-Jun-19,Tactical,BLK4709AU,1.200000000,,
Atchison55ETF,30-Jun-19,Tactical,BLK9419AU,1.600000000,,
Atchison55ETF,30-Jun-19,Tactical,VBLD-AU,1.200000000,,
Atchison55ETF,30-Jun-19,Tactical,IAF-AU,9.000000000,,
Atchison55ETF,30-Jun-19,Tactical,AESG-AU,9.000000000,,
Atchison55ETF,30-Jun-19,Tactical,ILB-AU,4.500000000,,
Atchison55ETF,30-Jun-19,Tactical,FLOT-AU,6.750000000,,
Atchison55ETF,30-Jun-19,Tactical,BHYB-AU,4.050000000,,
Atchison55ETF,30-Jun-19,Tactical,ISEC-AU,2.700000000,,
Atchison55ETF,30-Jun-19,Tactical,BILL-AU,9.000000000,,
BON032(Full),16-Feb-23,Objective,ATCHBM00001,100.000000000,,
BON032(Full),16-Feb-23,Peer,ATCHBM00023,100.000000000,,
BON032(Full),16-Feb-23,Reference,IOZ-AU,25.000000000,,
BON032(Full),16-Feb-23,Reference,VGS-AU,25.000000000,,
BON032(Full),16-Feb-23,Reference,IAF-AU,22.500000000,,
BON032(Full),16-Feb-23,Reference,VBND-AU,22.500000000,,
BON032(Full),16-Feb-23,Reference,BILL-AU,5.000000000,,
BON032(Full),16-Feb-23,Strategic,IOZ-AU,19.000000000,,
BON032(Full),16-Feb-23,Strategic,IEM-AU,4.500000000,,
